Word,American,English
albano%0A,ɑlˈbɑno,ɑ:lˈbɑ:nəʊ
albatross%0A,ˈælbətrɔs,ˈælbətrɒs
albeit%0A,"ɔlˈbiɪt, æl-",ˌɔ:lˈbi:ɪt
albee%0A,"ˈɔlbi, ˈɑl-, ˈæl-","ˈɔ:lbi:, ˈɔl-, ˈæl-"
albendazole%0A,æl'bendəoʊl,æl'bendəəʊl
albers%0A,"ˈælbəz, ˈɑl-","ˈælbəz, ˈɔl-"
albert%0A,ælˈbɚt,ˈælbət
alberta%0A,æl'bɜrtə,æl'bɜ:tə
alberti%0A,ɑlˈbɛrti,ɑ:lˈbeəti:
albino%0A,ælˈbaɪnoʊ,ælˈbi:nəʊ
albion%0A,ˈælbiən,ˈælbiən
albright%0A,"ˈɔlbraɪt, ˈɑl-","ˈɔ:lbraɪt, ˈɔl-"
album%0A,ˈælbəm,ˈælbəm
albumin%0A,ælˈbjumɪn,æl'bju:mɪn
albuquerque%0A,'ælbəkɜrkɪ,'ælbəkɜ:kɪ
albus%0A,'ælbʌs,'ælbʌs
albuterol%0A,ælb'jʊtərɒl,ælb'jʊtərɒl
alcatraz%0A,ˈælkəˌtræz,ˈælkətræz
alcazar%0A,æl'kæzɑ,æl'kæzɑ:
alchemically%0A,æl'kemɪklɪ,æl'kemɪklɪ
alchemy%0A,ˈælkəmi,ˈælkəmi
alchemist%0A,ˈælkəmɪst,ˈælkəmɪst
alcoholic%0A,ˌælkəˈhɔlɪk,ˌælkəˈhɒlɪk
alcohol%0A,ˈælkəhɔl,ˈælkəhɒl
alcoholism%0A,ˈælkəhɔlɪzəm,ˈælkəhɒlɪzəm
alcove%0A,ˈælkoʊv,ˈælkəʊv
alcott%0A,"ˈɔlkət, -kɑt, ˈɑl-",ˈɔ:lkət
aldebaran%0A,ælˈdɛbərən,ælˈdebərən
alder%0A,ˈɔldɚ,ˈɔ:ldə(r)
alden%0A,ˈɔldən,ˈɔ:ldən
aldermen%0A,'ɔldəmən,'ɔ:ldəmən
alderman%0A,ˈɔldərmən,ˈɔ:ldəmən
aldicarb%0A,ɔldɪ'kɑrb,ɔ:ldɪ'kɑ:rb
aldin%0A,'ældɪn,'ældɪn
aldrin%0A,'ældərɪn,'ældərɪn
ale%0A,el,eɪl
aleatory%0A,'elɪrtərɪ,'elɪətərɪ
alegria%0A,əlɡ'rɪr,əlɡ'rɪə
alehouse%0A,ˈelˌhaʊs,ˈeɪlhaʊs
aleichem%0A,"ɑˈlekɛm, -ūɛm","ɑ:ˈleɪkem, -ūem"
aleksandr%0A,ˌælɪg'zænd(ə)r,ˌælɪg'zænd(ə)r
aleph%0A,ə'lɪf,ə'lɪf
alerting%0A,ə'lɜtɪŋ,ə'lɜ:tɪŋ
alert%0A,əˈlɜrt,əˈlɜ:t
alertly%0A,ə'lɜtlɪ,ə'lɜ:tlɪ
alertness%0A,ə'lɜtnəs,ə'lɜ:tnəs
aleutian%0A,əˈluʃən,əˈlu:ʃən
alewife%0A,'eɪlwaɪf,'eɪlwaɪf
alewives%0A,'eɪlwaɪvz,'eɪlwaɪvz
alex%0A,'ælɪkʃ,'ælɪkʃ
alexander%0A,ˌælɪɡˈzændɚ,ˌælɪgˈzændə
alexandra%0A,ˌælɪɡ'zændrə,ˌælɪɡ'zɑ:ndrə
alexandria%0A,ˌælɪɡˈzændriə,ˌæliɡˈzɑ:ndriə
alexia%0A,ə'leksɪr,əˈleksiə
alexine%0A,æ'leksin,æ'leksi:n
alfa%0A,'ælfə,'ælfə
alfalfa%0A,ælˈfælfə,ælˈfælfə
alfieri%0A,"ælfiˈɛri, ɑlˈfjɛri","ælfi:ˈeəri:, ɑ:lˈfjeəri:"
algae%0A,ˈældʒi,ˈældʒi:
alfred%0A,'ælfrɪd,'ælfrɪd
algal%0A,'ælɡəl,'ælɡəl
algebraic%0A,ˌældʒəˈbreɪk,ˌældʒɪ'breɪɪk
algebra%0A,ˈældʒəbrə,ˈældʒɪbrə
algebraically%0A,ældʒəb'reɪklɪ,ældʒəb'reɪklɪ
alger%0A,ˈældʒɚ,ˈældʒə
algeria%0A,æl'dʒɪrɪr,æl'dʒɪərɪə
algerian%0A,æl'dʒɪrɪrn,æl'dʒɪərɪən
algiers%0A,ælˈdʒɪrz,ælˈdʒiəz
algonquian%0A,æl'ɡɑŋkwɪrn,æl'ɡɒŋkwɪən
algonquin%0A,"ælˈɡɑŋkwɪn, -kɪn",ælˈɡɔŋkwin
algorithm%0A,ˈælɡəˌrɪðəm,ˈælgərɪðəm
alhambra%0A,ælˈhæmbrə,ˌælˈhæmbrə
alias%0A,"ˈeliəs, ˈeljəs",ˈeɪliəs
aliases%0A,'eɪlɪrsɪz,'eɪlɪəsɪz
alibi%0A,ˈæləˌbaɪ,ˈæləbaɪ
alices%0A,æ'lɪsɪz,æ'lɪsɪz
alien%0A,"ˈeliən,ˈeljən",ˈeɪliən
alienate%0A,"ˈeljəˌnet, ˈeliə-",ˈeɪliəneɪt
alienated%0A,ˈeljənetɪd,'eɪljəneɪtɪd
alienation%0A,"ˌeljəˈneʃən, ˌeliə-",ˌeɪlɪə'neɪʃn
alig%0A,'əlɪɡ,'əlɪɡ
alight%0A,əˈlaɪt,əˈlaɪt
align%0A,əˈlaɪn,əˈlaɪn
aligning%0A,ə'laɪnɪŋ,ə'laɪnɪŋ
aligned%0A,ə'laɪnd,ə'laɪnd
alignment%0A,əˈlaɪnmənt,əˈlaɪnmənt
aligns%0A,ə'laɪnz,ə'laɪnz
alike%0A,əˈlaɪk,əˈlaɪk
alima%0A,ɑ'lɪmə,ɑ:'lɪmə
alimentary%0A,"ˌæləˈmɛntəri, -tri",ælɪ'mentərɪ
alimony%0A,ˈælɪmoʊni,ˈælɪməni
aline%0A,ə'laɪn,ə'laɪn
alive%0A,əˈlaɪv,əˈlaɪv
aliyah%0A,ə'lɪjə,ə'lɪjə
alka%0A,'ɔlkə,'ɔ:lkə
alkahest%0A,'ælkəhest,'ælkəhest
alkali%0A,ˈælkəˌlaɪ,ˈælkəlaɪ
alkalies%0A,'ælkəlaɪz,'ælkəlaɪz
alkaline%0A,"ˈælkəlɪn, -ˌlaɪn",ˈælkəlaɪn
alkalinity%0A,ˌælkəˈlɪnɪti,ˌælkəˈlɪnəti
alkaloidal%0A,ælkə'lɔɪdl,ælkə'lɔɪdl
alkaloid%0A,'ælkəlɔɪd,ˈælkəlɔɪd
alkaloids%0A,'ælkəlɔɪdz,'ælkəlɔɪdz
alkanes%0A,'ælkeɪnz,'ælkeɪnz
alkene%0A,ˈælˌkin,ˈælki:n
alkenes%0A,'ælkənz,'ælkənz
alkermes%0A,'ɔlkəmɪz,'ɔ:lkəmɪz
alla%0A,'ələ,'ələ
all%0A,ɔl,ɔ:l
allan%0A,'ælən,'ælən
