Word,American,English
gig,ɡɪɡ,gɪg
gigabyte,"ˈdʒɪɡəˌbaɪt, ˈɡɪɡ-",ˈgɪgəbaɪt
gigabytes,NULL,ˈdʒɪgəˌbaɪts
gigaflop,ˈgɪgəflɑp,ˈgɪgəflɒp
gigaflops,dʒɪ'ɡæfləps,dʒɪ'ɡæfləps
gigante,NULL,NULL
gigantic,dʒaɪˈɡæntɪk,dʒaɪˈgæntɪk
giger,NULL,NULL
gigging,d'ʒɪɡɪŋ,d'ʒɪɡɪŋ
giggle,ˈɡɪɡəl,ˈgɪgl
giggled,NULL,ˈɡiɡld
giggles,NULL,ˈɡiɡlz
giggling,NULL,ˈɡiɡlɪŋ
giggly,ˈɡɪɡli,ˈgɪgli
gigi,NULL,NULL
giglia,NULL,NULL
giglio,NULL,NULL
gigliotti,NULL,NULL
gignac,NULL,NULL
gigolo,ˈʒɪgəloʊ,ˈʒɪgələʊ
gigot,'dʒɪɡət,ˈdʒɪgət
gigot's,NULL,NULL
gigs,NULL,ɡiɡz
giguere,NULL,NULL
gikas,NULL,NULL
gil,NULL,ɡil
gila,NULL,ˈhi:lə
gilardi,NULL,NULL
gilb,NULL,NULL
gilberg,NULL,NULL
gilbert,'gɪlbət,'gɪlbət
gilbert's,NULL,NULL
gilberta,NULL,ɡilˈbə:tə
gilberte,NULL,ʒi:lˈbert
gilberti,NULL,NULL
gilbertina,NULL,NULL
gilbertine,NULL,ˈɡilbəti:n
gilberto,NULL,NULL
gilbertson,NULL,NULL
gilbey,NULL,NULL
gilbo,NULL,NULL
gilboy,NULL,NULL
gilbreath,NULL,NULL
gilbreth,NULL,NULL
gilbride,NULL,NULL
gilby,NULL,NULL
gilchrest,NULL,NULL
gilchrist,NULL,NULL
gilcrease,NULL,NULL
gilcrest,NULL,NULL
gild,ɡɪld,gɪld
gilda,NULL,ˈɡildə
gilday,NULL,NULL
gildea,NULL,NULL
gilded,NULL,ˈgɪldɪd
gilden,NULL,NULL
gilder,'gɪldə,'gɪldə
gilder's,NULL,NULL
gildersleeve,NULL,NULL
gilding,ˈɡɪldɪŋ,ˈgɪldɪŋ
gildner,NULL,NULL
gildon,NULL,NULL
gile,NULL,NULL
gilead,NULL,NULL
giles,NULL,dʒailz
gilfillan,NULL,NULL
gilford,NULL,NULL
gilger,NULL,NULL
gilgit,NULL,NULL
gilgore,NULL,NULL
gilham,NULL,NULL
gilhooly,NULL,NULL
gilkerson,NULL,NULL
gilkes,NULL,NULL
gilkeson,NULL,NULL
gilkey,NULL,NULL
gilkison,NULL,NULL
gill,ɡɪl,ɡɪl
gill's,NULL,NULL
gillam,NULL,NULL
gillan,NULL,NULL
gilland,NULL,NULL
gillard,NULL,NULL
gillaspie,NULL,NULL
gillaspy,NULL,NULL
gille,NULL,NULL
gillean,NULL,NULL
gilleland,NULL,NULL
gillem,NULL,NULL
gillen,NULL,NULL
gillen's,NULL,NULL
gillentine,NULL,NULL
giller,'ɡɪlər,'ɡɪlər
gilleran,NULL,NULL
gillers,NULL,NULL
gilles,NULL,NULL
gillespie,NULL,gi'lespi
gillet,NULL,NULL
gillett,NULL,NULL
gillette,NULL,dʒə'let
gillette's,NULL,NULL
gilley,NULL,NULL
gillham,NULL,NULL
gilliam,NULL,NULL
gillian,NULL,ˈdʒiliən
gilliand,NULL,NULL
gilliard,NULL,NULL
gilliardi,NULL,NULL
gilliatt,NULL,NULL
gillick,NULL,NULL
gillie,'ɡɪlɪ,'ɡɪlɪ
gillies,NULL,NULL
gillig,NULL,NULL
gilligan,NULL,NULL
gilligan's,NULL,NULL
gillihan,NULL,NULL
gillikin,NULL,NULL
gillilan,NULL,NULL
gilliland,NULL,NULL
gillin,NULL,NULL
gillingham,ˈdʒɪlɪŋəm,ˈɡiliŋəm
gillings,NULL,NULL
gillinov,NULL,NULL
gillins,NULL,NULL
gillis,NULL,NULL
gillison,NULL,NULL
gillispie,NULL,NULL
gillman,NULL,NULL
gillmore,NULL,NULL
gillock,NULL,NULL
gillon,NULL,NULL
gillott,NULL,NULL
gillooly's,NULL,NULL
gillotti,NULL,NULL
gills,gɪls,gɪls
gillson,NULL,NULL
gillum,NULL,NULL
gilly,'gɪlɪ,'gɪlɪ
gilman,NULL,NULL
gilmartin,NULL,NULL
gilmer,NULL,NULL
gilmore,NULL,NULL
gilmour,NULL,NULL
gilpatrick,NULL,NULL
gilpin,NULL,NULL
gilreath,NULL,NULL
gilroy,NULL,NULL
gilsdorf,NULL,NULL
gilson,NULL,NULL
gilstrap,NULL,NULL
gilt,ɡɪlt,gɪlt
giltner,NULL,NULL
gilts,'ɡɪlts,'ɡɪlts
gilvin,NULL,NULL
gilyard,NULL,NULL
gimbel,NULL,NULL
gimenez,NULL,NULL
gimli,NULL,NULL
gimlin,NULL,NULL
gimme,ˈɡɪmi,ˈgɪmi
gimmick,ˈɡɪmɪk,ˈgɪmɪk
gimmickry,ˈɡɪmɪkri,ˈgɪmɪkri
gimmicks,NULL,ˈgɪmɪks
gimmicky,'ɡɪmɪkɪ,'ɡɪmɪkɪ
gimpel,NULL,NULL
gin,dʒɪn,dʒɪn
gina,NULL,ˈdʒi:nə
gina's,NULL,NULL
ginas,NULL,NULL
ginder,NULL,NULL
gindin,NULL,NULL
gines,NULL,NULL
ginevra,NULL,NULL
ging,NULL,NULL
gingell,NULL,NULL
ginger,ˈdʒɪndʒɚ,ˈdʒɪndʒə(r)
gingerbread,ˈdʒɪndʒərbred,ˈdʒɪndʒəbred
gingerich,NULL,NULL
gingerly,ˈdʒɪndʒərli,ˈdʒɪndʒəli
gingery,ˈdʒɪndʒəri,ˈdʒɪndʒəri
gingham,ˈɡɪŋəm,ˈgɪŋəm
ginghams,NULL,NULL
gingles,NULL,NULL
gingold,NULL,NULL
gingras,NULL,NULL
gingrich,NULL,NULL
gingrich's,NULL,NULL
gingriches,NULL,NULL
ginley,NULL,NULL
ginn,NULL,NULL
ginned,NULL,dʒɪnd
ginnell,NULL,NULL
ginnie,NULL,NULL
ginning,'dʒɪnɪŋ,'dʒɪnɪŋ
ginny,'dʒɪnɪ,'dʒɪnɪ
gino,NULL,NULL
ginocchio,NULL,NULL
ginsberg,NULL,NULL
ginsburg,NULL,NULL
ginsburg's,NULL,NULL
ginseng,ˈdʒɪnˌsɛŋ,ˈdʒɪnseŋ
ginsu,NULL,NULL
ginsu's,NULL,NULL
gintel,NULL,NULL
ginter,NULL,NULL
ginther,NULL,NULL
ginting,NULL,NULL
ginty,NULL,NULL
gintz,NULL,NULL
ginyard,NULL,NULL
ginza,'ɡɪnzə,'ɡɪnzə
ginzberg,NULL,NULL
gionet,NULL,NULL
giordani,NULL,NULL
giordano,NULL,NULL
giorgi,NULL,NULL
giorgia,NULL,NULL
giorgio,NULL,NULL
giovanni,NULL,'dʒiɔva:ni:
giovanni's,NULL,NULL
giovannini,NULL,NULL
giovannoni,NULL,NULL
giovinazzo,NULL,NULL
gipe,NULL,NULL
gipp,NULL,NULL
gipper,NULL,NULL
gipple,NULL,NULL
gipson,NULL,NULL
giraffe,dʒəˈræf,dʒəˈrɑ:f
giraffes,NULL,dʒəˈræfs
girard,NULL,NULL
girardi,NULL,NULL
girardin,NULL,NULL
girardot,NULL,NULL
giraud,NULL,NULL
gird,gɜrd,gɜ:d
girder,ˈgɜrdə(r),ˈgɜ:də(r)
girders,NULL,ˈgɜ:dəz
girding,NULL,ɡə:dɪŋ
girdle,ˈgɜrdl,ˈgɜ:dl
girdler,'gɜdlə,'gɜ:dlə
girdley,NULL,NULL
girdner,NULL,NULL
girds,NULL,ɡə:dz
gire,NULL,NULL
giren,NULL,NULL
girgenti,NULL,NULL
girl,gɜrl,gɜ:l
girl's,NULL,NULL
girlfriend,ˈgɜrlfrend,ˈgɜ:lfrend
girlfriend's,NULL,NULL
girlfriends,NULL,ˈgɜ:lˌfrendz
girlhood,ˈgɜrlhʊd,ˈgɜ:lhʊd
girlie,ˈgɜrli,ˈgɜ:li
girlish,ˈgɜrlɪʃ,ˈgɜ:lɪʃ
girlishly,NULL,NULL
girls,'ɡɜlz,'ɡɜ:lz
girobank,NULL,NULL
girod,NULL,NULL
giroir,NULL,NULL
girolamo,NULL,NULL
giroldi's,NULL,NULL
giron,'dʒɑɪrɒn,'dʒɑɪrɒn
gironde,"dʒəˈrɑnd, ʒiˈroŋd",dʒiˈrɔnd
girouard,NULL,NULL
giroux,NULL,NULL
girsky,NULL,NULL
girt,gɜt,gɜ:t
girten,NULL,NULL
girth,gɜrθ,gɜ:θ
girtman,NULL,NULL
girton,NULL,NULL
girvan,NULL,NULL
girven,NULL,NULL
girvin,NULL,NULL
gisbert,NULL,NULL
giscard,NULL,NULL
gisclair,NULL,NULL
gisela,NULL,ˈɡi:zələ
gisella,NULL,NULL
giselle,NULL,dʒiˈzel
gisenyi,NULL,NULL
gish,NULL,NULL
gisi,NULL,NULL
gisler,NULL,NULL
gismondi,NULL,NULL
gissi,NULL,NULL
gist,dʒɪst,dʒɪst
gisu,NULL,NULL
gitana,hi'tɑnɑ,hi:'tɑ:nɑ:
gitano,hitɑnoʊ,hi:tɑ:nəʊ
gitano's,NULL,NULL
gitchell,NULL,NULL
githa,NULL,NULL
githens,NULL,NULL
gitlin,NULL,NULL
gittelman,NULL,NULL
gittens,NULL,NULL
gitter,NULL,NULL
gittings,NULL,NULL
gittins,NULL,NULL
gittleman,NULL,NULL
gittleman's,NULL,NULL
gittler,NULL,NULL
gitto,NULL,NULL
giudice,NULL,NULL
giuffre's,NULL,NULL
giuffrida,NULL,NULL
giuliani,NULL,NULL
giuliani's,NULL,NULL
giuliano,NULL,NULL
giulio,NULL,NULL
giuseppe,NULL,NULL
giusti,NULL,NULL
giusto,ɡjəs'toʊ,ɡjəs'təʊ
givan,NULL,NULL
give,ɡɪv,gɪv
giveaway,ˈɡɪvəˌwe,ˈgɪvəweɪ
giveaways,NULL,ˈɡivəweiz
giveback,ˈɡɪvˌbæk,ˈgɪvbæk
givebacks,NULL,NULL
given,ˈɡɪvən,ˈgɪvn
givenchy,dʒɪ'vɑŋʃɪ,dʒɪ'vɑŋʃɪ
givenness,NULL,NULL
givens,NULL,NULL
givens's,NULL,NULL
giver,ˈɡɪvɚ,ˈgɪvə(r)
givers,NULL,ˈɡivəz
gives,NULL,ɡivz
giveth,NULL,NULL
giving,'gɪvɪŋ,'gɪvɪŋ
givins,NULL,NULL
givler,NULL,NULL
giza,NULL,'ɡi:zə
gizbert,NULL,NULL
gizbert's,NULL,NULL
gizmo,ˈɡɪzmo,ˈgɪzməʊ
gizmos,NULL,ˈgɪzməʊz
gizzard,ˈgɪzərd,ˈgɪzəd
gjelten's,NULL,NULL
gjerde,NULL,NULL
glaab,NULL,NULL
glab,ɡ'læb,ɡ'læb
glace,glæˈseɪ,ˈglæseɪ
glacial,ˈɡleʃəl,ˈgleɪʃl
glaciate,'gleɪʃɪˌeɪt,'gleɪʃɪeɪt
glaciated,'gleɪʃɪˌeɪtɪd,'gleɪʃɪˌeɪtɪd
glaciation,ˌɡleɪsiˈeɪʃn,ˌgleɪsiˈeɪʃn
glacier,ˈgleɪʃər,ˈglæsiə(r)
glacier's,NULL,NULL
glaciers,ɡ'læsɪrz,ɡ'læsɪəz
glacis,'gleɪsɪs,'glæsɪs
glacken,NULL,NULL
glackin,NULL,NULL
glad,ɡlæd,glæd
gladd,NULL,NULL
gladden,ˈɡlædn,ˈglædn
gladding,NULL,ɡlædɪŋ
gladdock,NULL,NULL
glade,ɡled,gleɪd
glades,NULL,gleɪdz
gladfelter,NULL,NULL
gladhill,NULL,NULL
gladiator,ˈɡlædiˌetɚ,ˈglædieɪtə(r)
gladiators,NULL,ˈglædi:ˌeɪtəz
gladieux,NULL,NULL
gladiolus,ˌglædiˈoʊləs,ˌglædiˈəʊləs
gladis,NULL,NULL
gladish,NULL,NULL
gladje,NULL,NULL
gladly,ˈɡlædlɪ,ˈglædli
gladman,NULL,NULL
gladney,NULL,NULL
gladson,NULL,NULL
gladstein,NULL,NULL
gladstone,"ˈɡlædˌston, -stən",ˈɡlædstəun
gladstones,NULL,NULL
gladu,NULL,NULL
gladwell,NULL,NULL
gladwin,NULL,NULL
gladys,NULL,'ɡlædis
glaeser,NULL,NULL
glahn,NULL,NULL
glamor,'glæmə,'glæmə
glamorize,ˈɡlæməˌraɪz,ˈglæməraɪz
glamorized,NULL,ˈglæməˌraɪzd
glamorizing,NULL,ˈglæməˌraɪzɪŋ
glamorous,ˈɡlæmərəs,ˈglæmərəs
glamour,ˈɡlæmɚ,ˈglæmə(r)
glance,glæns,glɑ:ns
glanced,NULL,ɡlɑ:nst
glances,NULL,ɡlɑ:nsiz
glancing,ˈglænsɪŋ,ˈglɑ:nsɪŋ
glancy,NULL,NULL
gland,ɡlænd,glænd
glander,NULL,NULL
glandon,NULL,NULL
glands,glændz,glændz
glandular,ˈɡlændʒəlɚ,'ɡlændjʊlə(r)
glanton,NULL,NULL
glantz,NULL,NULL
glanville,NULL,NULL
glanz,NULL,NULL
glanzer,NULL,NULL
glanzman,NULL,NULL
glare,gler,gleə(r)
glared,NULL,ɡlɛəd
glares,NULL,ɡlɛəz
glaring,ˈglerɪŋ,ˈgleərɪŋ
glaris,NULL,NULL
glas,NULL,NULL
glasby,NULL,NULL
glasco,NULL,NULL
glaser,NULL,ˈɡleizə
glasgow,"ˈɡlæsko, -ɡo, ˈɡlæz-",ˈɡlɑ:sɡəu
glasheen,NULL,NULL
glashow,NULL,NULL
glasner,NULL,NULL
glasnost,"ˈɡlɑsnəst,-nɔst",'glæsˌnəʊst
glasow,NULL,NULL
glasper,NULL,NULL
glaspie,NULL,NULL
glaspy,NULL,NULL
glass,glæs,glɑ:s
glass's,NULL,NULL
glassberg,NULL,NULL
glassblower,'glɑsˌbloʊr,'glɑ:sˌbləʊə
glassblowers,NULL,NULL
glassblowing,NULL,'ɡlɑ:sbləuiŋ
glassburn,NULL,NULL
glassco,NULL,NULL
glasscock,NULL,NULL
glassed,NULL,NULL
glasser,ɡ'lɑsər,ɡ'lɑ:sər
glasses,'glɑsɪz,'glɑ:sɪz
glassey,NULL,NULL
glassford,NULL,NULL
glasslike,NULL,NULL
glassmaker,'glɑsˌmeɪkə,'glɑ:sˌmeɪkə
glassmaking,'glɑsˌmeɪkɪŋ,'glɑ:sˌmeɪkɪŋ
glassman,'glɑsmən,'glɑ:smən
glassmeyer,NULL,NULL
glassner,NULL,NULL
glasson,NULL,NULL
glassware,ˈglæswer,ˈglɑ:sweə(r)
glassy,ˈglæsi,ˈglɑ:si
glatfelter,NULL,NULL
glatt,NULL,NULL
glatz,NULL,NULL
glatzer,NULL,NULL
glaub,NULL,NULL
glaucoma,glaʊˈkoʊmə,glɔ:ˈkəʊmə
glaude,NULL,NULL
glaus,NULL,NULL
glauser,NULL,NULL
glavan,NULL,NULL
glavin,NULL,NULL
glavine,NULL,NULL
glawe,NULL,NULL
glaxo,NULL,NULL
glaxo's,NULL,NULL
glaza,NULL,NULL
glaze,ɡlez,gleɪz
glazebrook,NULL,NULL
glazed,NULL,gleɪzd
glazener,NULL,NULL
glazer,'gleɪzə,'gleɪzə
glazes,NULL,ɡleiziz
glazier,ˈgleɪʒər,ˈgleɪziə(r)
glazing,'gleɪzɪŋ,'gleɪzɪŋ
glazner,NULL,NULL
glazunov,NULL,NULL
gleacher,NULL,NULL
gleam,ɡlim,gli:m
gleamed,NULL,ɡli:md
gleaming,ˈɡlimɪŋ,ˈgli:mɪŋ
gleams,NULL,ɡli:mz
glean,ɡlin,gli:n
gleaned,NULL,gli:nd
gleason,NULL,NULL
gleason's,NULL,NULL
gleaton,NULL,NULL
gleave,NULL,NULL
gleaves,NULL,NULL
gleba,'glibə,'gli:bə
gleckler,NULL,NULL
gleda,NULL,NULL
gledhill,NULL,NULL
glee,ɡli,gli:
gleeful,ˈɡlifəl,ˈgli:fl
gleefully,'ɡlifəlɪ,'ɡli:fəlɪ
gleeson,NULL,NULL
gleghorn,NULL,NULL
gleich,NULL,NULL
gleichauf,NULL,NULL
gleim,NULL,NULL
gleisner,NULL,NULL
glemp,NULL,NULL
glen,ɡlɛn,glen
glenbrook,NULL,NULL
glenda,NULL,ˈɡlendə
glendale,NULL,'ɡlendeil
glendening,NULL,NULL
glendenning,NULL,NULL
glendinning,NULL,NULL
glendon,NULL,NULL
glenfed,NULL,NULL
glenfed's,NULL,NULL
glengarry,ɡlɛnˈɡæri,glenˈgæri
glenham,NULL,NULL
glenmore,NULL,NULL
glenn,ɡlɛn,ɡlen
glenn's,NULL,NULL
glenna,NULL,NULL
glennie,NULL,NULL
glennon,NULL,NULL
glenny,'glenɪ,'glenɪ
glenora,NULL,NULL
glens,NULL,ɡlenz
glenview,NULL,NULL
glenville,NULL,NULL
glenwood,NULL,NULL
glenwood's,NULL,NULL
gless,NULL,NULL
glessner,NULL,NULL
glew,NULL,NULL
glib,ɡlɪb,glɪb
glibly,ɡlɪblɪ,ɡlɪblɪ
glick,NULL,NULL
glickman,NULL,NULL
glickman's,NULL,NULL
glicksman,NULL,NULL
glickstein,NULL,NULL
glidden,NULL,NULL
glide,ɡlaɪd,glaɪd
glided,NULL,ɡlaidid
glider,ˈɡlaɪdɚ,ˈglaɪdə(r)
gliders,NULL,ˈglaɪdəz
glides,NULL,ɡlaidz
glidewell,NULL,NULL
gliding,NULL,ˈglaɪdɪŋ
glimcher,NULL,NULL
glimmer,ˈɡlɪmɚ,ˈglɪmə(r)
glimmering,'glɪmərɪŋ,'glɪmərɪŋ
glimmers,NULL,ˈglɪməz
glimpse,ɡlɪmps,glɪmps
glimpsed,NULL,ɡlimpst
glimpses,NULL,ɡlimpsiz
glines,NULL,NULL
glinka,NULL,NULL
glint,ɡlɪnt,glɪnt
glinting,NULL,glɪntɪŋ
glissandi,ɡlɪ'sændi,ɡlɪ'sændi:
glisson,NULL,NULL
glisten,ˈɡlɪsən,ˈglɪsn
glistened,NULL,ˈglɪsənd
glistening,'glɪstnɪŋ,'glɪstnɪŋ
glitch,ɡlɪtʃ,glɪtʃ
glitches,NULL,ɡlitʃiz
glitter,ˈɡlɪtɚ,ˈglɪtə(r)
glittered,NULL,ˈɡlitəd
glittering,ˈɡlɪtərɪŋ,ˈglɪtərɪŋ
glitters,NULL,ˈɡlitəz
glittery,ˈɡlɪtəri,ˈglɪtəri
glitz,ɡlɪts,glɪts
glitzy,NULL,ˈɡlitsi
glo,ɡ'loʊ,ɡ'ləʊ
gloam,gloʊm,gləʊm
gloaming,ˈgloʊmɪŋ,ˈgləʊmɪŋ
gloat,gloʊt,gləʊt
gloated,NULL,gləʊtid
gloating,ɡloʊtɪŋ,ɡləʊtɪŋ
gloats,NULL,gləʊts
glob,glɑb,glɒb
global,ˈgloʊbl,ˈgləʊbl
global's,NULL,NULL
globalization,ˌgloʊbələˈzeɪʃn,ˌgləʊbəlaɪˈzeɪʃn
globalize,ˈgloʊbəlaɪz,ˈgləʊbəlaɪz
globalized,NULL,ˈɡləubəlaizd
globally,'ɡloʊbəlɪ,'ɡləʊbəlɪ
globalstar,NULL,NULL
globcom,NULL,NULL
globe,gloʊb,gləʊb
globe's,NULL,NULL
globes,NULL,ɡləubz
globetrotter,'ɡloʊbtrɒtə(r),'ɡləʊbtrɒtə(r)
globetrotters,NULL,NULL
globex,ɡ'loʊbeks,ɡ'ləʊbeks
globo,NULL,NULL
globs,NULL,ɡlɔbz
globular,ˈglɑbjələ(r),ˈglɒbjələ(r)
globulin,'glɒbjəlɪn,'glɒbjʊlɪn
globulins,NULL,NULL
globus,ɡ'loʊbʌs,ɡ'ləʊbʌs
glocester,NULL,NULL
glock,NULL,NULL
glockenspiel,ˈglɑkənʃpil,ˈglɒkənʃpi:l
glockner,NULL,NULL
glod,NULL,NULL
gloe,NULL,NULL
glomar,NULL,NULL
glomb,glɒm,glɒm
glonass,NULL,NULL
gloom,ɡlum,glu:m
gloomier,NULL,ˈɡlu:miə
gloomily,ˈɡluməlɪ,'ɡlu:mɪlɪ
gloomy,ˈɡlumi,ˈglu:mi
gloor,NULL,NULL
glop,glɑp,glɒp
gloppy,NULL,NULL
glor,NULL,NULL
glore,NULL,NULL
glori,NULL,ˈɡlɔ:ri
gloria,"ˈɡlɔriə, ˈɡlor-","ˈɡlɔ:riə,ˈɡləuriə"
gloriana,NULL,NULL
gloriane,NULL,NULL
glories,NULL,ˈɡlɔ:riz
glorification,ˌɡlɔrɪfɪ'keɪʃn,ˌɡlɔ:rɪfɪ'keɪʃn
glorified,NULL,ˈglɔ:rɪfaɪd
glorifies,NULL,ˈglɔ:rəˌfaɪz
glorify,"ˈɡlɔrəˌfaɪ, ˈɡlor-",ˈglɔ:rɪfaɪ
glorifying,NULL,ˈglɔ:rəˌfaɪŋ
glorioso,NULL,NULL
glorious,"ˈɡlɔriəs,ˈɡlor-",ˈglɔ:riəs
gloriously,'ɡlɔrɪrslɪ,'ɡlɔ:rɪəslɪ
glory,"ˈɡlɔri, ˈɡlori",ˈglɔ:ri
gloss,glɔs,glɒs
glossary,ˈglɔsəri,ˈglɒsəri
glossed,NULL,glɔ:st
glosser,NULL,NULL
glosses,NULL,glɔ:siz
glossier,NULL,ˈglɔ:si:ə
glossman,NULL,NULL
glosson,NULL,NULL
glossy,ˈglɔsi,ˈglɒsi
gloster,NULL,NULL
glotfelty,NULL,NULL
glottal,ˈglɑtl,ˈglɒtl
glottis,ˈglɑtɪs,ˈglɒtɪs
glotzbach,NULL,NULL
gloucester,"ˈɡlɑstɚ, ˈɡlɔstɚ",ˈɡlɔstə
glove,ɡlʌv,glʌv
gloved,NULL,glʌvd
glover,'glʌvə,'glʌvə
gloves,ɡ'lʌvz,ɡ'lʌvz
glow,gloʊ,gləʊ
glowacki,NULL,NULL
glowed,NULL,ɡləud
glower,ˈɡlaʊɚ,ˈglaʊə(r)
glowered,NULL,ˈglaʊəd
glowering,NULL,ˈglaʊərɪŋ
glowing,ˈgloʊɪŋ,ˈgləʊɪŋ
glowingly,'ɡloʊɪŋlɪ,'ɡləʊɪŋlɪ
glows,NULL,ɡləuz
gloyd,NULL,NULL
gluck,NULL,NULL
gluck's,NULL,NULL
gluckman,NULL,NULL
glucksman,NULL,NULL
glucosamate,NULL,NULL
glucosamine,'glukoʊ'koʊsəˌmin,glu:kəʊ'sæmi:n
glucose,ˈglukoʊs,ˈglu:kəʊs
glucoside,'glukəˌsaɪd,'glu:kəsaɪd
glucosides,NULL,NULL
glue,ɡlu,glu:
glueck,NULL,NULL
glued,NULL,ɡlu:d
glues,NULL,ɡlu:z
glum,ɡlʌm,glʌm
glumly,NULL,'glʌmli
glummer,NULL,glʌmə
glunt,NULL,NULL
glunz,NULL,NULL
glut,ɡlʌt,glʌt
glutamate,ˈɡlutəˌmet,'glu:təˌmeɪt
glutamic,NULL,NULL
glutaric,NULL,NULL
gluten,ˈɡlutn,ˈglu:tn
gluth,NULL,NULL
gluts,NULL,glʌts
glutted,NULL,glʌtid
gluttonous,ˈɡlʌtnəs,'ɡlʌtənəs
gluttons,NULL,ˈglʌtnz
gluttony,ˈɡlʌtni,ˈglʌtəni
glycel,NULL,NULL
glycemic,ɡlɪ'semɪk,ɡlɪ'semɪk
glycerol,'glɪsəˌroʊl,'glɪsərɒl
glycine,'glaɪsin,'glaɪsi:n
glycogen,'glaɪkoʊdʒən,'glɪkəʊdʒen
glycol,'glaɪkoʊl,'glaɪkɒl
glycolic,glaɪ'kɒlɪk,glaɪ'kɒlɪk
glycomed,NULL,NULL
glycoside,'glaɪkəˌsaɪd,'glaɪkəˌsaɪd
glyn,NULL,ɡlin
glynis,NULL,NULL
glynn,NULL,NULL
glynnie,NULL,NULL
gmbh,NULL,NULL
gnann,NULL,NULL
gnarl,nɑl,nɑ:l
gnarle,NULL,NULL
gnarled,nɑrld,nɑ:ld
gnarling,NULL,NULL
gnarls,NULL,NULL
gnarly,ˈnɑrli,ˈnɑ:li
gnash,næʃ,næʃ
gnashing,NULL,'næʃiŋ
gnat,næt,næt
gnatcatcher,'nætˌkætʃə,'nætˌkætʃə
gnatcatchers,NULL,NULL
gnats,NULL,næts
gnau,NULL,NULL
gnaw,nɔ,nɔ:
gnawed,nɑd,nɑ:d
gnawing,NULL,ˈnɔ:ɪŋ
gnaws,NULL,nɔ:z
gnc,NULL,NULL
gneiss,naɪs,naɪs
gnocchi,ˈnjɑki,ˈnjɒki
gnome,noʊm,nəʊm
gnomes,NULL,nəʊmz
gnomic,ˈnoʊmɪk,ˈnəʊmɪk
gnomonic,noʊ'mɒnɪk,nəʊ'mɒnɪk
gnosticism,ˈnɑstɪˌsɪzəm,ˈnɔstisiz(ə)m
gnu,"nu, nju",nu:
go,goʊ,gəʊ
goa,'goʊr,'gəʊə
goad,goʊd,gəʊd
goaded,NULL,gəʊdid
goading,NULL,gəʊdɪŋ
goal,goʊl,gəʊl
goalie,ˈɡoli,'ɡəʊlɪ
goalkeeper,ˈgoʊlkipə(r),ˈgəʊlki:pə(r)
goalpost,ˈgoʊlpoʊst,ˈgəʊlpəʊst
goals,'ɡoʊlz,'ɡəʊlz
goan,NULL,ˈɡəuən
goans,NULL,NULL
goar,NULL,NULL
goard,NULL,NULL
goat,goʊt,gəʊt
goat's,NULL,NULL
goatee,goʊˈti,gəʊˈti:
goates,NULL,NULL
goatley,NULL,NULL
goats,NULL,ɡəuts
gob,gɑb,gɒb
gobain,NULL,NULL
gobble,ˈgɑbl,ˈgɒbl
gobbled,NULL,ˈgɔbəld
gobbledygook,ˈɡɑbəldiˌɡʊk,'gɒbldɪgʊk
gobbler,'gɒblə,'gɒblə
gobblers,NULL,NULL
gobbles,NULL,ˈgɔbəlz
gobbling,NULL,ˈgɔbəlɪŋ
gobel,NULL,NULL
goben,NULL,NULL
gober,NULL,NULL
gobert,NULL,NULL
gobi,'goʊbɪ,'gəʊbɪ
gobie,NULL,NULL
gobin,NULL,NULL
goble,NULL,NULL
goblet,ˈgɑblət,ˈgɒblət
goblin,ˈgɑblɪn,ˈgɒblɪn
goblins,NULL,ˈgɔblɪnz
gobs,gɒbz,gɒbz
gocke,NULL,NULL
gockley,NULL,NULL
god,gɑd,gɒd
god's,NULL,NULL
goda,NULL,NULL
godar,NULL,NULL
godard,NULL,NULL
godart,NULL,NULL
godbee,NULL,NULL
godbey,NULL,NULL
godbold,NULL,NULL
godbolt,NULL,NULL
godbout,NULL,NULL
godby,NULL,NULL
goddam,NULL,ˈgɒddæm
goddamn,ˈɡɑdˈdæm,'gɒd'dæm
goddard,ˈɡɑdəd,ˈɡɔdə:d
goddart,NULL,NULL
godden,NULL,NULL
goddess,ˈgɑdəs,ˈgɒdes
goddesses,NULL,ˈgɔdɪsiz
godding,NULL,NULL
godek,NULL,NULL
godette,NULL,NULL
godfather,ˈgɑdfɑðə(r),ˈgɒdfɑ:ðə(r)
godfather's,NULL,NULL
godfathers,NULL,ˈgɔdˌfɑ:ðəz
godfrey,NULL,ˈɡɔdfri
godfrey's,NULL,NULL
godhead,ˈgɑdhed,ˈgɒdhed
godin,NULL,NULL
godina,NULL,NULL
godine,NULL,NULL
godines,NULL,NULL
godinez,NULL,NULL
goding,NULL,NULL
godiva,NULL,ɡəuˈdaivə
godkin,NULL,NULL
godleski,NULL,NULL
godless,ˈgɑdləs,ˈgɒdləs
godley,NULL,NULL
godlove,NULL,NULL
godly,ˈgɑdli,ˈgɒdli
godman,NULL,ˈɡɔdmən
godmother,ˈgɑdmʌðə(r),ˈgɒdmʌðə(r)
godmothers,NULL,ˈgɔdˌmʌðəz
godot,NULL,NULL
godot's,NULL,NULL
godown,ˈgoʊdaʊn,ˈgəʊdaʊn
godoy,NULL,NULL
godrej,NULL,NULL
gods,'ɡɒdz,'ɡɒdz
godsell,NULL,NULL
